  -2.18556941E-08  0.499509513    
  -4.37113883E-08  0.998037994    
  -6.55670789E-08   1.49558544    
  -8.74227766E-08   1.99215198    
  -1.09278467E-07   2.48773718    
  -1.31134158E-07   2.98234200    
  -1.52989855E-07   3.47596550    
  -1.74845553E-07   3.96860790    
  -1.96701237E-07   4.46026945    
  -2.18556934E-07   4.95094967    
  -2.40412646E-07   5.44064951    
  -2.62268316E-07   5.92936802    
  -2.84124013E-07   6.41710567    
  -3.05979711E-07   6.90386200    
  -3.27835409E-07   7.38963699    
  -3.49691106E-07   7.87443209    
  -3.71546804E-07   8.35824585    
  -3.93402473E-07   8.84107780    
  -4.15258199E-07   9.32292938    
  -4.37113869E-07   9.80379868    
  -4.58969566E-07   10.2836895    
  -4.80825292E-07   10.7625980    
  -5.02680962E-07   11.2405243    
  -5.24536631E-07   11.7174721    
  -5.46392357E-07   12.1934376    
  -5.68248026E-07   12.6684217    
  -5.90103696E-07   13.1424246    
  -6.11959422E-07   13.6154480    
  -6.33815091E-07   14.0874891    
  -6.55670817E-07   14.5585489    
  -6.77526543E-07   15.0286293    
  -6.99382213E-07   15.4977283    
  -7.21237882E-07   15.9658451    
  -7.43093608E-07   16.4329815    
  -7.64949277E-07   16.8991375    
  -7.86804947E-07   17.3643112    
  -8.08660673E-07   17.8285046    
  -8.30516399E-07   18.2917175    
  -8.52372068E-07   18.7539501    
  -8.74227737E-07   19.2151985    
  -8.96083463E-07   19.6754704    
  -9.17939133E-07   20.1347580    
  -9.39794802E-07   20.5930634    
  -9.61650585E-07   21.0503922    
  -9.83506197E-07   21.5067368    
  -1.00536192E-06   21.9621010    
  -1.02721765E-06   22.4164848    
  -1.04907326E-06   22.8698883    
  -1.07092899E-06   23.3223076    
  -1.09278471E-06   23.7737503    
  -1.11464044E-06   24.2242088    
  -1.13649605E-06   24.6736889    
  -1.15835178E-06   25.1221828    
  -1.18020739E-06   25.5697002    
  -1.20206323E-06   26.0162373    
  -1.22391884E-06   26.4617920    
  -1.24577457E-06   26.9063663    
  -1.26763018E-06   27.3499584    
  -1.28948591E-06   27.7925682    
  -1.31134163E-06   28.2341976    
  -1.33319736E-06   28.6748486    
  -1.35505309E-06   29.1145172    
  -1.37690870E-06   29.5532055    
  -1.39876443E-06   29.9909115    
  -1.42062004E-06   30.4276371    
  -1.44247576E-06   30.8633823    
  -1.46433138E-06   31.2981415    
  -1.48618722E-06   31.7319279    
  -1.50804294E-06   32.1647301    
  -1.52989855E-06   32.5965500    
  -1.55175428E-06   33.0273895    
  -1.57360989E-06   33.4572487    
  -1.59546562E-06   33.8861237    
  -1.61732135E-06   34.3140221    
  -1.63917707E-06   34.7409363    
  -1.66103280E-06   35.1668701    
  -1.68288841E-06   35.5918274    
  -1.70474414E-06   36.0157967    
  -1.72659975E-06   36.4387894    
  -1.74845547E-06   36.8607979    
  -1.77031120E-06   37.2818298    
  -1.79216693E-06   37.7018776    
  -1.81402254E-06   38.1209450    
  -1.83587827E-06   38.5390320    
  -1.85773399E-06   38.9561386    
  -1.87958960E-06   39.3722572    
  -1.90144544E-06   39.7874069    
  -1.92330117E-06   40.2015686    
  -1.94515678E-06   40.6147499    
  -1.96701239E-06   41.0269508    
  -1.98886801E-06   41.4381714    
  -2.01072385E-06   41.8484039    
  -2.03257969E-06   42.2576637    
  -2.05443530E-06   42.6659431    
  -2.07629091E-06   43.0732384    
  -2.09814652E-06   43.4795532    
  -2.12000236E-06   43.8848839    
  -2.14185798E-06   44.2892342    
  -2.16371359E-06   44.6926041    
  -2.18556943E-06   45.0950012    
  -2.20742504E-06   45.4964104    
  -2.22928088E-06   45.8968391    
  -2.25113649E-06   46.2962837    
  -2.27299211E-06   46.6947517    
  -2.29484772E-06   47.0922356    
  -2.31670356E-06   47.4887390    
  -2.33855917E-06   47.8842621    
  -2.36041478E-06   48.2788048    
  -2.38227085E-06   48.6723709    
  -2.40412646E-06   49.0649490    
  -2.42598207E-06   49.4565506    
  -2.44783769E-06   49.8471680    
  -2.46969353E-06   50.2368050    
  -2.49154914E-06   50.6254616    
  -2.51340475E-06   51.0131378    
  -2.53526036E-06   51.3998337    
  -2.55711620E-06   51.7855415    
  -2.57897182E-06   52.1702728    
  -2.60082743E-06   52.5540276    
  -2.62268327E-06   52.9367981    
  -2.64453888E-06   53.3185883    
  -2.66639472E-06   53.6993980    
  -2.68825033E-06   54.0792236    
  -2.71010617E-06   54.4580727    
  -2.73196179E-06   54.8359375    
  -2.75381740E-06   55.2128220    
  -2.77567324E-06   55.5887260    
  -2.79752885E-06   55.9636459    
  -2.81938446E-06   56.3375893    
  -2.84124008E-06   56.7105484    
  -2.86309592E-06   57.0825310    
  -2.88495153E-06   57.4535294    
  -2.90680714E-06   57.8235474    
  -2.92866275E-06   58.1925735    
  -2.95051882E-06   58.5606384    
  -2.97237443E-06   58.9277115    
  -2.99423004E-06   59.2938042    
  -3.01608588E-06   59.6589165    
  -3.03794150E-06   60.0230484    
  -3.05979711E-06   60.3862000    
  -3.08165272E-06   60.7483711    
  -3.10350856E-06   61.1095581    
  -3.12536417E-06   61.4697647    
  -3.14721979E-06   61.8289948    
  -3.16907563E-06   62.1872406    
  -3.19093124E-06   62.5444946    
  -3.21278685E-06   62.9007797    
  -3.23464269E-06   63.2560883    
  -3.25649853E-06   63.6104088    
  -3.27835414E-06   63.9637489    
  -3.30020976E-06   64.3161087    
  -3.32206560E-06   64.6674881    
  -3.34392121E-06   65.0178833    
  -3.36577682E-06   65.3673019    
  -3.38763243E-06  -1.69381674E-04
